username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,,
itmofnw,4/21/2018 20:53,0,1,スポーツ羊羹とアミノバイタル補給して後半戦へ。BGMは松田聖子ヒットパレード。 # AACR2018 # 桜のAACR # 白馬岩岳pic.twitter.com/sIrrrkpeRc,,,# # #,9.87857E+17,https://twitter.com/itmofnw/status/987856827038580736,,,,,,
taizou528,4/21/2018 20:46,0,0,第四エイド 白馬岩岳で蕎麦 # AACR2018 pic.twitter.com/5HXM48nm9I,,,#,9.87855E+17,https://twitter.com/taizou528/status/987855175799914496,,,,,,
banetsu180,4/21/2018 20:46,0,26,第三エイド。 # AACR2018 # 桜のアルプスあづみのセンチュリーライドpic.twitter.com/2QpOQX5r1d,,,# #,9.87855E+17,https://twitter.com/banetsu180/status/987855035915628545,,,,,,
MedscapeOnc,4/21/2018 20:45,2,2,OlymiAD trial results from # AACR18: http://ms.spr.ly/6017rFbzb # breastcancer,,,# #,9.87855E+17,https://twitter.com/MedscapeOnc/status/987854748807286784,,,,,,
itmofnw,4/21/2018 20:39,0,1,半分終了。蕎麦で昼飯。 # AACR2018 # 桜のAACR # lunch # 蕎麦pic.twitter.com/adqUxWrn6i,,,# # # #,9.87853E+17,https://twitter.com/itmofnw/status/987853333518925824,,,,,,
naki777,4/21/2018 20:29,0,1,エイドの前が上り坂という、初級者に優しく変速を教えてくれるw # AACR2018,,,#,9.87851E+17,https://twitter.com/naki777/status/987850776805490688,,,,,,
taizou528,4/21/2018 20:27,0,2,松川大橋 ここに来たかったんだ # AACR2018 pic.twitter.com/LhLyvoX9nx,,,#,9.8785E+17,https://twitter.com/taizou528/status/987850267872776192,,,,,,
itmofnw,4/21/2018 20:22,0,1,最高の天気。でもこれから暑くなる… # AACR2018 # 桜のAACR # 白馬pic.twitter.com/L99PhTabZj,,,# # #,9.87849E+17,https://twitter.com/itmofnw/status/987849195775131649,,,,,,
minagi_skak,4/21/2018 20:07,0,0,0905 第3エイド' 木崎湖エイド 55.2km 草もちと漬け物バイキング プラス定点観測 # aacr # aacr2018 # 木崎湖pic.twitter.com/HcvMWdfg9S,,,# # #,9.87845E+17,https://twitter.com/minagi_skak/status/987845224507392000,,,,,,
itmofnw,4/21/2018 20:01,1,5,気持ちいい道。 # AACR2018 # 桜のAACR # 白馬pic.twitter.com/zuVBwGH8Cp,,,# # #,9.87844E+17,https://twitter.com/itmofnw/status/987843721709457414,,,,,,
FeedkastMedical,4/21/2018 19:59,0,2,Terrific analysis. Thanks!,,,,9.87843E+17,https://twitter.com/FeedkastMedical/status/987843393131831296,,,,,,
NakajimaKazNary,4/21/2018 19:56,0,1,既に体バキバキ、めっちゃ追い越されておる # aacr # AACR2018 pic.twitter.com/37guDSvlX8 – bei 国営アルプスあづみの公園,,,# #,9.87842E+17,https://twitter.com/NakajimaKazNary/status/987842434028617728,,,,,,
itmofnw,4/21/2018 19:55,0,1,白馬村。 # AACR2018 # 桜のAACRpic.twitter.com/N9iHbxJgX3,,,# #,9.87842E+17,https://twitter.com/itmofnw/status/987842366143774720,,,,,,
taizou528,4/21/2018 19:53,0,0,青木湖のビューポイント ここも凄くいい # AACR2018 pic.twitter.com/QlpwUwM7SL,,,#,9.87842E+17,https://twitter.com/taizou528/status/987841860931481600,,,,,,
banetsu180,4/21/2018 19:51,0,7,第二エイド # AACR2018 # 桜のアルプスあづみのセンチュリーライドpic.twitter.com/Lm72a00THD,,,# #,9.87841E+17,https://twitter.com/banetsu180/status/987841176001658880,,,,,,
itmofnw,4/21/2018 19:49,0,1,草餅。 # AACR2018 # 桜のAACRpic.twitter.com/zC5i0FJcb5,,,# #,9.87841E+17,https://twitter.com/itmofnw/status/987840806819053568,,,,,,
itmofnw,4/21/2018 19:46,0,5,定番ショットその２ # AACR2018 # 桜のAACRpic.twitter.com/TWx0799Lqv,,,# #,9.8784E+17,https://twitter.com/itmofnw/status/987840039466950656,,,,,,
chiyan2742,4/21/2018 19:31,0,7,本日の大本命 ネギ味噌おにぎり！！ # AACR18 # AACRpic.twitter.com/8Zpr6EmlVR,,,# #,9.87836E+17,https://twitter.com/chiyan2742/status/987836353885782016,,,,,,
taizou528,4/21/2018 19:22,0,3,第三エイド 漬物バイキング 暑くなるから塩分がありがたい # AACR2018 pic.twitter.com/4vxoVRfOdV,,,#,9.87834E+17,https://twitter.com/taizou528/status/987833904391335936,,,,,,
minagi_skak,4/21/2018 19:18,0,0,0815 第2エイド あづみの公園大町エイド 43.2km いつもの いつも通りおいしいネギ味噌 # aacr # aacr2018 pic.twitter.com/Rk9D9xlg4w,,,# #,9.87833E+17,https://twitter.com/minagi_skak/status/987832968407273473,,,,,,
itmofnw,4/21/2018 19:16,0,8,定番ショット。早くも20℃。 # AACR2018 # 桜のAACRpic.twitter.com/y1XzYxpNrK,,,# #,9.87832E+17,https://twitter.com/itmofnw/status/987832438918279168,,,,,,
taizou528,4/21/2018 19:03,1,1,もう、すごーい としか言えない # AACR2018 pic.twitter.com/2LJeikew78,,,#,9.87829E+17,https://twitter.com/taizou528/status/987829114450014209,,,,,,
TargetedOnc,4/21/2018 19:00,0,0,"There is hope that this product could potentially be more accessible than conventional CAR T-cell therapies."" Read more: http://ht.ly/GcUG30jA0t5 Presented at # AACR18 # CARTCell # CancerTherapypic.twitter.com/ScT0QQFWoQ""",,,# # #,9.87828E+17,https://twitter.com/TargetedOnc/status/987828403775705088,,,,,,
itmofnw,4/21/2018 18:48,1,5,あづみの 桜のセンチュリーライドにきてます。味噌おにぎり。 # AACR2018 # 桜のAACRpic.twitter.com/cdpPSCWjt4,,,# #,9.87825E+17,https://twitter.com/itmofnw/status/987825476382019589,,,,,,
taizou528,4/21/2018 18:41,0,0,第二エイド 味噌おにぎりと黒ようかん これ食べに来たと言っても過言はない # AACR2018 pic.twitter.com/LggwBh5mXr – bei 国営アルプスあづみの公園,,,#,9.87824E+17,https://twitter.com/taizou528/status/987823705832112128,,,,,,
mtmdphd,4/21/2018 18:35,0,0,Great to hear,,,,9.87822E+17,https://twitter.com/mtmdphd/status/987822146608082946,,,,,,
Medscape,4/21/2018 18:22,5,7,# AACR18 News: Resistance to PD-1 inhibition overcome with drug combo http://ms.spr.ly/6019rFXyU pic.twitter.com/BeoCBRX0JT,,,#,9.87819E+17,https://twitter.com/Medscape/status/987818768582807552,,,,,,
banetsu180,4/21/2018 18:14,0,32,第一エイド。 # AACR2018 # 桜のアルプスあづみのセンチュリーライドpic.twitter.com/t21kdTSnw9,,,# #,9.87817E+17,https://twitter.com/banetsu180/status/987816860593803264,,,,,,
minagi_skak,4/21/2018 18:10,1,0,0705 第1エイド あづみのこうえん穂高エイド 23.2km 常念岳は相変わらずキレイですな パンとあずさ パンの提供方法が変わって粒あんかブルーベリーかイチゴのジャムがすでに挟んであるもの選ぶ形になった # aacr # aacr2018 pic.twitter.com/PSQR8ltZjA,,,# #,9.87816E+17,https://twitter.com/minagi_skak/status/987815903919128577,,,,,,
TargetedOnc,4/21/2018 18:00,1,1,This approach was presented at the # AACR18 last week. Read more: http://ht.ly/Bgu230jBh3A # CARTCell # CancerResearchpic.twitter.com/fMUunDrSF0,,,# # #,9.87813E+17,https://twitter.com/TargetedOnc/status/987813297847259136,,,,,,
TheScientistLLC,4/21/2018 18:00,0,0,The TRACERx study parses the evolutionary processes in renal cell carcinoma. # AACR18 http://bit.ly/2HI5Cg6 pic.twitter.com/Aam9HTxlUN,,,#,9.87813E+17,https://twitter.com/TheScientistLLC/status/987813230008520704,,,,,,
ahbagiyo,4/21/2018 17:46,0,0,The latest Harian Apoteker Indonesia! https://paper.li/ahbagiyo/1360730774?edition_id=78be5b40-45ad-11e8-9684-0cc47a0d164b … # aacr18 # pharmacists,,,# #,9.8781E+17,https://twitter.com/ahbagiyo/status/987809872451383297,,,,,,
CRUKresearch,4/21/2018 17:45,2,0,"In cool science news. In case you missed this from # AACR18 - @ GoogleResearch on their development of an Augmented Reality Microscope for Cancer Detection""http://bit.ly/2qMxCWe""",,@,#,9.87809E+17,https://twitter.com/CRUKresearch/status/987809452446355457,,,,,,
reiabout,4/21/2018 17:44,0,0,美しい… # AACR18 pic.twitter.com/41PtLwxIVD,,,#,9.87809E+17,https://twitter.com/reiabout/status/987809287379472384,,,,,,
Ryu_Kayatsuki,4/21/2018 17:43,0,0,スタートしますよー # AACR18 pic.twitter.com/BL23MTDipr,,,#,9.87809E+17,https://twitter.com/Ryu_Kayatsuki/status/987809124581752832,,,,,,
taizou528,4/21/2018 17:42,1,0,第一エイド ジャムパンとあずさ 今年はジャムのせ放題無くなった模様 # AACR2018 pic.twitter.com/FWPBmx50kj – bei 国営アルプスあづみの公園管理センター,,,#,9.87809E+17,https://twitter.com/taizou528/status/987808844507107328,,,,,,
tokisame490,4/21/2018 17:30,0,0,おはよーざーいます！ 今日は桜のAACRだねっ！！ 私は緑のAACR160の5:20発走の組だから家でのんびりしてるんだ！！！ じゃあみんな！ おやすみ… # aacr # AACR # AACR2018,,,# # #,9.87806E+17,https://twitter.com/tokisame490/status/987805779141906432,,,,,,
MedscapePharm,4/21/2018 17:24,0,0,Adding pembrolizumab to chemo provided significant improvement in both overall and progression-free survival: http://ms.spr.ly/6016rFVMj # AACR18,,,#,9.87804E+17,https://twitter.com/MedscapePharm/status/987804165303881728,,,,,,
Medscape,4/21/2018 17:21,1,1,OlymiAD trial results from # AACR18: http://ms.spr.ly/6019rFXy5,,,#,9.87804E+17,https://twitter.com/Medscape/status/987803593771307009,,,,,,
RLobb,4/21/2018 17:20,0,2,Announced at # AACR18. We're proud to be @ SU2C's Scientific Partner!https://twitter.com/su2c/status/987692519252258816 …,,@,#,9.87803E+17,https://twitter.com/RLobb/status/987803405455413248,,,,,,
takaomi_omi,4/21/2018 17:13,0,4,天気も良くて絶好のAACR日和！ 楽しんでいこう(*´꒳`*)♪♪ # AACR2018 pic.twitter.com/nQ1C9HiTPz – bei 梓水苑,,,#,9.87802E+17,https://twitter.com/takaomi_omi/status/987801515116015616,,,,,,
TargetedOnc,4/21/2018 17:00,3,4,"What do you find most interesting about these results? Click to read Nivolumab/Ipilimumab Significantly Improves PFS in TMB-High NSCLC"": http://ht.ly/tp7h30jA0dE Share what you think in the comments below! # LungCancer # lcsm # NSCLC # AACR18 pic.twitter.com/Hfz9YJcvPO""",,,# # # #,9.87798E+17,https://twitter.com/TargetedOnc/status/987798211191623680,,,,,,
minagi_skak,4/21/2018 16:48,0,0,さて、150km 2組待機 一日北風予報らしいけど、午前中弱めだと良いな… チヤリダーは接待ライドらしい。 # aacr # aacr2018 pic.twitter.com/9G9cPW066o,,,# #,9.87795E+17,https://twitter.com/minagi_skak/status/987795135365767168,,,,,,
MedscapeOnc,4/21/2018 16:44,5,1,Nonchromosomal birth defects linked with childhood cancers: http://ms.spr.ly/6013rFbzX # AACR18,,,#,9.87794E+17,https://twitter.com/MedscapeOnc/status/987794098991099904,,,,,,
banetsu180,4/21/2018 16:28,0,61,まもなくスタート。 # AACR2018 # 桜のアルプスあづみのセンチュリーライドpic.twitter.com/nIsME0EcEP,,,# #,9.8779E+17,https://twitter.com/banetsu180/status/987790195868155904,,,,,,
minagi_skak,4/21/2018 16:23,0,0,晴天！ さすがにこの時間だと肌寒い # aacr # aacr2018 pic.twitter.com/HmwVMSoqw5,,,# #,9.87789E+17,https://twitter.com/minagi_skak/status/987788914378223617,,,,,,
Ryu_Kayatsuki,4/21/2018 16:18,0,0,今年はスタートは桜終わってますw # AACR2018 pic.twitter.com/4Bd4d7EwYa,,,#,9.87788E+17,https://twitter.com/Ryu_Kayatsuki/status/987787689276551168,,,,,,
DrSarcoma,4/21/2018 16:14,0,2,"From Fox News no less, too! Truly bipartisan support!!",,,,9.87787E+17,https://twitter.com/DrSarcoma/status/987786671155564545,,,,,,
TargetedOnc,4/21/2018 16:00,1,2,Did you miss this presentation at # AACR18? We have you covered! Check out what an expert said about combining the intratumoral TLR9 agonist CMP-001 and pembrolizumab in patients with metastatic melanoma here: http://ht.ly/fGYO30jA03p # MetastaticMelanoma # Melanomapic.twitter.com/GyAql3vz6X,,,# # #,9.87783E+17,https://twitter.com/TargetedOnc/status/987783132551307266,,,,,,
KKauffman131,4/21/2018 15:26,1,8,"Our table may be gone but @ AACR is still around # APSA18 # JointMeeting2018 all weekend! Find me to get/turn in a membership app, get a snack/swag and learn more about the resources and opportunities available for students and physician-scientists!pic.twitter.com/3qNWlFsLQ4",,@,# #,9.87775E+17,https://twitter.com/KKauffman131/status/987774695805276163,,,,,,
LindaLWortman,4/21/2018 15:09,0,3,Thank you for your continued greAt work,,,,9.8777E+17,https://twitter.com/LindaLWortman/status/987770329312342016,,,,,,
TargetedOnc,4/21/2018 15:00,2,2,This expert at @ AACR's # AACR18 told us about the findings with the antibody-drug conjugate D3-GPC2-PBD for neuroblastoma in this interview: http://ht.ly/Z56u30jzZkC Watch it now! # CancerResearch # ClinicalTrial,,@,# # #,9.87768E+17,https://twitter.com/TargetedOnc/status/987768070444904449,,,,,,
DaleYuzuki,4/21/2018 14:40,0,0,Grail Shares New Data From Early Detection Assay Training in CCGA Study | GenomeWeb http://ow.ly/vVUr30jBHkh # AACR18,,,#,9.87763E+17,https://twitter.com/DaleYuzuki/status/987762909299298305,,,,,,
KKauffman131,4/21/2018 14:07,0,0,"Just finishing lunch and posters at the # APSA18 # jointmeeting2018? Stop by our @ AACR table in the Imperial foyer to grab some mints and hand sanitizer, and learn about some great resources, on your way to the next plenary! pic.twitter.com/K9HJ8HL35R",,@,# #,9.87755E+17,https://twitter.com/KKauffman131/status/987754641277554689,,,,,,
TargetedOnc,4/21/2018 14:00,0,1,Did you miss this expert's discussion at @ AACR's # AACR18 last week? Click here to read more: http://ht.ly/dySz30jBheK # Nivolumab # LungCancer # lcsmpic.twitter.com/qz6cpHH4o5,,@,# # # #,9.87753E+17,https://twitter.com/TargetedOnc/status/987752944408854528,,,,,,
valkyrie138,4/21/2018 13:59,0,0,Why the next generation of cancer researchers need support if they are to find a cure https://fxn.ws/2qNPhMw # FoxNews @ AACR,,@,#,9.87753E+17,https://twitter.com/valkyrie138/status/987752727878012928,,,,,,
Vityspain,4/21/2018 13:50,0,0,Mira CATETO...has cometido tantas faltas gramaticales en inglés que ni siquiera te las voy a corregir. Hay que ser lerdo o separatista catalán para presumir de lo que no se sabe!!! Te bloqueo por pesado,,,,9.8775E+17,https://twitter.com/Vityspain/status/987750465487204354,,,,,,
MyelomaTeacher,4/21/2018 13:50,3,7,The patient voice is extremely important in informing research. I'm honored 2 have been asked to be a consumer reviewer for an upcoming NCI/DEA Peer Review meeting. The @ AACR Scientist-Survivor Program is what introduced me to the NCI OAR # AACRSSP18 # MMSMhttps://www.cancertodaymag.org/Pages/cancer-talk/Focusing-on-the-Fundamentals.aspx#.Wtt4424xtet.twitter …,,@,# # #,9.8775E+17,https://twitter.com/MyelomaTeacher/status/987750314060275712,,,,,,
KKauffman131,4/21/2018 13:47,1,2,@ FORsymp and @ AACR Office of Science Policy and Govt Affairs # AACRontheHill have opportunities and/or resources! Get involved and share your story!https://twitter.com/webmz_/status/987717832162074624 …,,@ @,#,9.8775E+17,https://twitter.com/KKauffman131/status/987749701972844544,,,,,,
resonan69824601,4/21/2018 13:47,0,1,本日はネタジャージで参加したいと思います。よろしくお願いします。 # AACR # AACR2018 # ロードバイク # 松本pic.twitter.com/oDz9netBQD,,,# # # #,9.8775E+17,https://twitter.com/resonan69824601/status/987749700043354112,,,,,,
sadobomarzo,4/21/2018 13:26,0,0,ダメだ、一回目が覚めたら寝られない。マグネシウム飲んだせいか、下痢だし(°▽°) うー。次の佐渡からは睡眠導入剤飲もう。 # AACR2018,,,#,9.87744E+17,https://twitter.com/sadobomarzo/status/987744384467648513,,,,,,
pcandersson,4/21/2018 13:06,0,0,Is TMB the best predictive marker for response to ICB? How come we cannot see good responses in tumors with equally high TMB (e.g. SCLC) or why do we get better response in tumors with lower TMB (e.g. RCC)? @ AACR,,@,,9.87739E+17,https://twitter.com/pcandersson/status/987739246231539712,,,,,,
DaleYuzuki,4/21/2018 13:05,0,3,GRAIL Announces Data from Prototype Blood Tests for Early Cancer Detection | Business Wire http://ow.ly/L3SV30jBGEd # AACR18,,,#,9.87739E+17,https://twitter.com/DaleYuzuki/status/987739003859492864,,,,,,
CardioBusiness,4/21/2018 13:00,0,0,ICYMI: Blood pressure meds linked to higher pancreatic # cancer risk in postmenopausal women # AACR18 http://ow.ly/VPgb30jyLLM,,,# #,9.87738E+17,https://twitter.com/CardioBusiness/status/987737874429874177,,,,,,
TargetedOnc,4/21/2018 13:00,1,0,Updated analysis of CheckMate-586 presented at # AACR18 shows tumor mutational burden can identify patients with non–small cell # LungCancer who were more likely to respond to frontline combo immunotherapy plus nivolumab and ipilimumab: http://ht.ly/Aocq30jzZeq pic.twitter.com/ReQHyUMC3c,,,# #,9.87738E+17,https://twitter.com/TargetedOnc/status/987737843979247618,,,,,,
sciencePNNL,4/21/2018 12:36,0,2,@ PNNLab 's Tao Liu presented Selection of Candidate Biomarkers for Aggressive Prostate Cancer based on Targeted Proteomics poster at the @ AACR conference. # ProstateCancer # Cancer # health # proteomics @ OmicsPNNLpic.twitter.com/NWxLEDxS5v,,@ @ @,# # # #,9.87732E+17,https://twitter.com/sciencePNNL/status/987731702226268160,,,,,,
char1eylu,4/21/2018 12:16,0,0,"$ DVAX Durability of responses to the combination of SD-101 and pembrolizumab in advanced metastatic melanoma: Results of a phase Ib, multicenter study http://investors.dynavax.com/static-files/9342b4c0-ff25-439b-bd21-1968c46906b6 … # AACR18",,,#,9.87727E+17,https://twitter.com/char1eylu/status/987726860044791808,,,,,,
